<frozen runpy>:128: RuntimeWarning: 'core.data_parser.main' found in sys.modules after import of package 'core.data_parser', but prior to execution of 'core.data_parser.main'; this may result in unpredictable behaviour
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 12: Generated Key Tuple = ('9000832482', '01.10.W783010', Decimal('1.36'), None)
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 13 --- Processing ---
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 13: Raw values - PO='9000832482', Item='01.10.W783010', Price='1.51', Desc='None', SQFT='10805.5', Amount='16316.305'
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 13: Generated Key Tuple = ('9000832482', '01.10.W783010', Decimal('1.51'), None)
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 14 --- Processing ---
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 14: Raw values - PO='9000832482', Item='01.10.W783010', Price='1.51', Desc='None', SQFT='1703.3', Amount='2571.983'
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 14: Generated Key Tuple = ('9000832482', '01.10.W783010', Decimal('1.51'), None)
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 15 --- Processing ---
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 15: Raw values - PO='9000832482', Item='01.10.W783010', Price='1.36', Desc='None', SQFT='237.5', Amount='323'
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 15: Generated Key Tuple = ('9000832482', '01.10.W783010', Decimal('1.36'), None)
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 16 --- Processing ---
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 16: Raw values - PO='9000832482', Item='01.10.W783010', Price='1.51', Desc='None', SQFT='930.7', Amount='1405.357'
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 16: Generated Key Tuple = ('9000832482', '01.10.W783010', Decimal('1.51'), None)
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 17 --- Processing ---
2025-12-02 12:48:12,438 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 17: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='4876.1', Amount='6095.125'
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 17: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 18 --- Processing ---
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 18: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='936.6', Amount='1058.358'
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 18: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 19 --- Processing ---
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 19: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='11068.8', Amount='13836'
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 19: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 20 --- Processing ---
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 20: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='6636.7', Amount='8295.875'
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 20: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 21 --- Processing ---
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 21: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='1084.9', Amount='1225.937'
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 21: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 22 --- Processing ---
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 22: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='5417.3', Amount='6771.625'
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 22: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,439 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 23 --- Processing ---
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 23: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='544.9', Amount='615.737'
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 23: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 24 --- Processing ---
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 24: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='9642.2', Amount='12052.75'
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 24: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 25 --- Processing ---
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 25: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='5213.9', Amount='6517.375'
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 25: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 26 --- Processing ---
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 26: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='1175.6', Amount='1328.428'
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 26: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 27 --- Processing ---
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 27: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='1704.6', Amount='2130.75'
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 27: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 28 --- Processing ---
2025-12-02 12:48:12,440 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 28: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='549', Amount='620.37'
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 28: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 29 --- Processing ---
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 29: Raw values - PO='9000837343', Item='01.10.U528073', Price='1.06', Desc='None', SQFT='712.4', Amount='755.144'
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 29: Generated Key Tuple = (9000837343, '01.10.U528073', Decimal('1.06'), None)
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 30 --- Processing ---
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 30: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='6246.6', Amount='7808.25'
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 30: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 31 --- Processing ---
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 31: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='285.3', Amount='322.389'
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 31: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 32 --- Processing ---
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 32: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='10883.8', Amount='13604.75'
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 32: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 33 --- Processing ---
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 33: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='10075.5', Amount='12594.375'
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 33: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,441 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 34 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 34: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='997.2', Amount='1126.836'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 34: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 35 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 35: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='10646.3', Amount='13307.875'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 35: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 36 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 36: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='9170.6', Amount='11463.25'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 36: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 37 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 37: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='964.5', Amount='1089.885'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 37: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 38 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 38: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='4317', Amount='5396.25'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 38: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 39 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 39: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='80.1', Amount='90.513'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 39: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 40 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 40: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.25', Desc='None', SQFT='2694.9', Amount='3368.625'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 40: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.25'), None)
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 41 --- Processing ---
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 41: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.13', Desc='None', SQFT='228.8', Amount='258.544'
2025-12-02 12:48:12,442 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 41: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.13'), None)
2025-12-02 12:48:12,443 - DEBUG - data_processor.py:669 - [aggregate_standard] Table Row index 42 --- Processing ---
2025-12-02 12:48:12,443 - DEBUG - data_processor.py:677 - [aggregate_standard] Table Row index 42: Raw values - PO='9000832127', Item='01.10.U528073', Price='1.06', Desc='None', SQFT='469.9', Amount='498.094'
2025-12-02 12:48:12,443 - DEBUG - data_processor.py:694 - [aggregate_standard] Table Row index 42: Generated Key Tuple = (9000832127, '01.10.U528073', Decimal('1.06'), None)
2025-12-02 12:48:12,443 - INFO - data_processor.py:728 - [aggregate_standard] Finished processing 43 rows.
2025-12-02 12:48:12,443 - INFO - data_processor.py:729 - [aggregate_standard] SQFT values successfully converted/defaulted for 43 rows.
2025-12-02 12:48:12,443 - INFO - data_processor.py:730 - [aggregate_standard] Amount values successfully converted/defaulted for 43 rows.
2025-12-02 12:48:12,443 - INFO - data_processor.py:731 - [aggregate_standard] Global standard aggregation map size: 17
2025-12-02 12:48:12,443 - DEBUG - main.py:576 - Table 1: STANDARD aggregation map updated. Size: 17
2025-12-02 12:48:12,443 - INFO - main.py:582 - Table 1: Updating global CUSTOM aggregation...
2025-12-02 12:48:12,443 - DEBUG - data_processor.py:763 - [aggregate_custom] Updating global CUSTOM aggregation (SQFT & Amount by PO/Item/Desc) with new table data.
2025-12-02 12:48:12,443 - DEBUG - data_processor.py:764 - [aggregate_custom] Size of global custom map BEFORE processing this table: 0
2025-12-02 12:48:12,443 - INFO - data_processor.py:782 - [aggregate_custom] 'col_desc' column not found or is invalid. Will use None for description keys.
2025-12-02 12:48:12,443 - DEBUG - data_processor.py:804 - [aggregate_custom] Determined number of rows: 43
2025-12-02 12:48:12,443 - INFO - data_processor.py:822 - [aggregate_custom] Processing 43 rows from this table to update global CUSTOM aggregation (by PO/Item/Desc).
2025-12-02 12:48:12,444 - INFO - data_processor.py:892 - [aggregate_custom] Finished processing 43 rows for this table.
2025-12-02 12:48:12,444 - INFO - data_processor.py:893 - [aggregate_custom] SQFT values successfully converted/defaulted for 43 rows.
2025-12-02 12:48:12,444 - INFO - data_processor.py:894 - [aggregate_custom] Amount values successfully converted/defaulted for 43 rows.
2025-12-02 12:48:12,444 - INFO - data_processor.py:895 - [aggregate_custom] Global custom aggregation map now contains 8 unique (PO, Item, None, Description) keys.
2025-12-02 12:48:12,444 - DEBUG - main.py:584 - Table 1: CUSTOM aggregation map updated. Size: 8
2025-12-02 12:48:12,444 - INFO - main.py:590 - --- Finished Processing All Steps for Table Index 1 ---
2025-12-02 12:48:12,444 - INFO - main.py:595 - --- All Table Processing Loops Completed ---
2025-12-02 12:48:12,444 - INFO - main.py:596 - --- Performing Final DAF Compounding (Using 'STANDARD' aggregation results as input) ---
2025-12-02 12:48:12,444 - INFO - main.py:85 - [perform_DAF_compounding] Starting DAF Compounding. Checking for descriptions to determine split type.
2025-12-02 12:48:12,444 - INFO - main.py:237 - [perform_DAF_compounding] No description data found. Performing PO count split aggregation.
2025-12-02 12:48:12,444 - INFO - main.py:238 - [perform_DAF_compounding]   - Totals calculated per group of 5 POs.
2025-12-02 12:48:12,444 - INFO - main.py:239 - [perform_DAF_compounding]   - String formatting uses chunk size 2 and separator '/'.
2025-12-02 12:48:12,444 - DEBUG - main.py:243 - [perform_DAF_compounding] Pass 1: Aggregating SQFT/Amount/Items per PO.
2025-12-02 12:48:12,444 - DEBUG - main.py:283 - [perform_DAF_compounding] Pass 2: Creating 2 output chunks based on conceptual PO groups of 5.
2025-12-02 12:48:12,444 - DEBUG - main.py:324 - [perform_DAF_compounding] Created output chunk 1: 5 POs contributed totals, SQFT=93870.20000000000038, Amount=115499.43700000000083
2025-12-02 12:48:12,445 - DEBUG - main.py:324 - [perform_DAF_compounding] Created output chunk 2: 3 POs contributed totals, SQFT=83243.39999999999953, Amount=111773.30800000000033
2025-12-02 12:48:12,445 - INFO - main.py:326 - [perform_DAF_compounding] PO count split DAF Compounding complete (2 chunks created).
2025-12-02 12:48:12,445 - INFO - main.py:604 - --- DAF Compounding Finished ---
2025-12-02 12:48:12,445 - INFO - main.py:611 - Final processed data structure contains 1 table(s).
2025-12-02 12:48:12,445 - INFO - main.py:612 - Primary aggregation mode used for DAF Compounding: STANDARD
2025-12-02 12:48:12,445 - DEBUG - main.py:636 - --- Full Global STANDARD Aggregation Results ---
{(9000837343, '01.10.U528073', Decimal('1.06'), None): {'amount_sum': Decimal('755.14400000000001'),
                                                        'sqft_sum': Decimal('712.39999999999998')},
 ('9000761021', '01.10.W061010', Decimal('0.9'), None): {'amount_sum': Decimal('103.5'),
                                                         'sqft_sum': Decimal('115')},
 ('9000761021', '01.10.W061010', Decimal('1'), None): {'amount_sum': Decimal('6871.80000000000018'),
                                                       'sqft_sum': Decimal('6871.80000000000018')},
 ('9000798713', '01.10.W653191', Decimal('1.17'), None): {'amount_sum': Decimal('1621.73700000000008'),
                                                          'sqft_sum': Decimal('1386.09999999999991')},
 ('9000798713', '01.10.W653191', Decimal('1.3'), None): {'amount_sum': Decimal('11839.36000000000058'),
                                                         'sqft_sum': Decimal('9107.20000000000073')},
 ('9000813140', '01.10.U756071', Decimal('1.13'), None): {'amount_sum': Decimal('224.983'),
                                                          'sqft_sum': Decimal('199.09999999999999')},
 (9000832127, '01.10.U528073', Decimal('1.06'), None): {'amount_sum': Decimal('498.09399999999999'),
                                                        'sqft_sum': Decimal('469.89999999999998')},
 (9000832127, '01.10.U528073', Decimal('1.13'), None): {'amount_sum': Decimal('2888.16700000000000'),
                                                        'sqft_sum': Decimal('2555.90000000000006')},
 (9000832127, '01.10.U528073', Decimal('1.25'), None): {'amount_sum': Decimal('67543.375'),
                                                        'sqft_sum': Decimal('54034.69999999999935')},
 (9000837343, '01.10.U528073', Decimal('1.13'), None): {'amount_sum': Decimal('4848.82999999999993'),
                                                        'sqft_sum': Decimal('4291.00000000000000')},
 (9000837343, '01.10.U528073', Decimal('1.25'), None): {'amount_sum': Decimal('55699.500'),
                                                        'sqft_sum': Decimal('44559.59999999999991')},
 ('9000813140', '01.10.U756071', Decimal('1.25'), None): {'amount_sum': Decimal('17106.50'),
                                                          'sqft_sum': Decimal('13685.19999999999982')},
 ('9000826870', '01.10.U756022', Decimal('1.13'), None): {'amount_sum': Decimal('44.296'),
                                                          'sqft_sum': Decimal('39.2')},
 ('9000826870', '01.10.U756022', Decimal('1.25'), None): {'amount_sum': Decimal('6757.625'),
                                                          'sqft_sum': Decimal('5406.10000000000036')},
 ('9000832482', '01.10.W783010', Decimal('1.36'), None): {'amount_sum': Decimal('695.50400000000002'),
                                                          'sqft_sum': Decimal('511.39999999999998')},
 ('9000832482', '01.10.W783010', Decimal('1.
... (output truncated)
2025-12-02 12:48:12,445 - DEBUG - main.py:640 - --- Full Global CUSTOM Aggregation Results ---
{('9000761021', '01.10.W061010', None, None): {'amount_sum': Decimal('6975.30000000000018'),
                                               'sqft_sum': Decimal('6986.80000000000018')},
 ('9000798713', '01.10.W653191', None, None): {'amount_sum': Decimal('13461.09700000000066'),
                                               'sqft_sum': Decimal('10493.30000000000064')},
 ('9000813140', '01.10.U756071', None, None): {'amount_sum': Decimal('17331.483'),
                                               'sqft_sum': Decimal('13884.29999999999981')},
 ('9000826870', '01.10.U756022', None, None): {'amount_sum': Decimal('6801.921'),
                                               'sqft_sum': Decimal('5445.30000000000036')},
 ('9000832482', '01.10.W783010', None, None): {'amount_sum': Decimal('49998.36300000000039'),
                                               'sqft_sum': Decimal('33162.29999999999962')},
 ('9000861854', '01.11.S528110', None, None): {'amount_sum': Decimal('471.471'),
                                               'sqft_sum': Decimal('518.10000000000002')},
 (9000832127, '01.10.U528073', None, None): {'amount_sum': Decimal('70929.63599999999999'),
                                             'sqft_sum': Decimal('57060.49999999999939')},
 (9000837343, '01.10.U528073', None, None): {'amount_sum': Decimal('61303.47399999999994'),
                                             'sqft_sum': Decimal('49562.99999999999989')}}
2025-12-02 12:48:12,446 - INFO - main.py:644 - --- Final DAF Compounded Result (Workbook: 'JF25057.xlsx', Based on 'STANDARD' Input) ---
2025-12-02 12:48:12,446 - INFO - main.py:647 - DAF result is split into BUFFALO (1) and NON-BUFFALO (2) groups.
2025-12-02 12:48:12,446 - INFO - main.py:649 - --- DAF Group 1 --- 
2025-12-02 12:48:12,446 - INFO - main.py:657 -   Combined POs:
9000761021/9000798713
9000813140/9000826870
9000832127
2025-12-02 12:48:12,446 - INFO - main.py:658 -   Combined Items:
01.10.U528073/01.10.U756022
01.10.U756071/01.10.W061010
01.10.W653191
2025-12-02 12:48:12,446 - INFO - main.py:659 -   Combined Descriptions:

2025-12-02 12:48:12,446 - INFO - main.py:660 -   Total SQFT: 93870.20000000000038 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:48:12,446 - INFO - main.py:661 -   Total Amount: 115499.43700000000083 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:48:12,446 - INFO - main.py:649 - --- DAF Group 2 --- 
2025-12-02 12:48:12,446 - INFO - main.py:657 -   Combined POs:
9000832482/9000837343
9000861854
2025-12-02 12:48:12,446 - INFO - main.py:658 -   Combined Items:
01.10.U528073/01.10.W783010
01.11.S528110
2025-12-02 12:48:12,446 - INFO - main.py:659 -   Combined Descriptions:

2025-12-02 12:48:12,446 - INFO - main.py:660 -   Total SQFT: 83243.39999999999953 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:48:12,446 - INFO - main.py:661 -   Total Amount: 111773.30800000000033 (Type: <class 'decimal.Decimal'>)
2025-12-02 12:48:12,446 - INFO - main.py:664 - ------------------------------
2025-12-02 12:48:12,446 - INFO - main.py:675 - --- Calculating Footer Data ---
2025-12-02 12:48:12,447 - INFO - main.py:681 - Table 1 Footer: {'col_qty_pcs': 3586, 'col_qty_sf': Decimal('177113.6'), 'col_net': Decimal('15128.5000'), 'col_gross': Decimal('16233.5000'), 'col_cbm': Decimal('55.5984'), 'col_amount': Decimal('227272.745'), 'col_pallet_count': 25}
2025-12-02 12:48:12,447 - INFO - main.py:695 - Grand Total Footer: {'col_qty_pcs': 3586, 'col_qty_sf': Decimal('177113.6'), 'col_net': Decimal('15128.5000'), 'col_gross': Decimal('16233.5000'), 'col_cbm': Decimal('55.5984'), 'col_amount': Decimal('227272.745'), 'col_pallet_count': 25}
2025-12-02 12:48:12,447 - INFO - main.py:698 - --- Calculating Add-on Data ---
2025-12-02 12:48:12,448 - INFO - main.py:702 - Leather Summary: {'BUFFALO': {'col_qty_pcs': 0, 'col_qty_sf': Decimal('0'), 'col_net': Decimal('0'), 'col_gross': Decimal('0'), 'col_pallet_count': 0}, 'COW': {'col_qty_pcs': 3586, 'col_qty_sf': Decimal('177113.59999999999991'), 'col_net': Decimal('15128.5000'), 'col_gross': Decimal('16233.5000'), 'col_pallet_count': 25}}
2025-12-02 12:48:12,448 - INFO - main.py:706 - Normal Aggregate Per PO: 17 unique PO+price combinations
2025-12-02 12:48:12,448 - INFO - main.py:709 - --- Preparing Data for JSON Output ---
2025-12-02 12:48:12,454 - INFO - main.py:752 - --- Generated JSON Output ---
2025-12-02 12:48:12,454 - INFO - main.py:757 - JSON output is large (36277 chars). Logging preview:
2025-12-02 12:48:12,454 - INFO - main.py:758 - {
    "metadata": {
        "workbook_filename": "JF25057.xlsx",
        "worksheet_name": "Sheet1",
        "DAF_compounding_input_mode": "standard",
        "DAF_chunk_size": 2,
        "DAF_intra_separator": "/",
        "DAF_inter_separator": "\\n",
        "timestamp": "2025-12-02T12:48:12.451620"
    },
    "processed_tables_data": {
        "1": {
            "col_unit_price": [
                1.3,
                1.17,
                1,
                0.9,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                0.91,
                1.51,
                1.51,
                1.36,
                1.51,
                1.51,
                1.36,
                1.51,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.13,
                1.06,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.25,
                1.13,
                1.25,
                1.13,
                1.25,
                1.13,
                1.06
            ],
            "col_amount": [
                11839.36,
                1621.737,
                6871.8,
                103.5,
                6757.625,
                44.296,
                9687.75,
                7418.75,
                224.983,
                471.471,
                15130.955,
                13878.259,
                372.504,
                16316.305,
                2571.983,
                323,
                1405.357,
                6095.125,
                1058.358,
                13836,
                8295.875,
                1225.937,
                6771.625,
                615.737,
                12052.75,
                6517.375,
                1328.428,
                2130.75,
                620.37,
                755.144,
                7808.25,
                322.389,
                13604.75,
                12594.375,
                1126.836,
                13307.875,
                11463.25,
                1089.885,
                5396.25,
                90.513,
                3368.625,
                258.544,
                498.094
            ],
            "col_dc": [
                "CLF-251002",
                "CLF-251002",
                "CLF-250816",
                "CLF-250816",
                "CLF-250221",
                "CLF-250221",
                "CLF-251022",
                "CLF-251022",
                "CLF-251022",
                "CLF-250219",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251115",
                "CLF-251116",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
                "CLF-251119",
